object_type,object_id,st_astext
way,124573792,POINT (140.093600 39.734215)
way,124558363,POINT (140.117572 39.734426)
way,62765560,POINT (141.111648 39.725229)
way,139833853,POINT (141.115864 39.742825)
way,253920306,POINT (140.072957 39.747925)
way,124580708,POINT (140.094040 39.746041)
way,124576183,POINT (140.094144 39.746272)
way,166172384,POINT (30.491637 39.756133)
way,137945427,POINT (30.509505 39.764866)
way,124562316,POINT (140.067908 39.762984)
way,124595672,POINT (140.067928 39.763288)
way,231793111,POINT (30.480648 39.781983)
way,89386474,POINT (30.480744 39.782109)
way,356861682,POINT (30.520711 39.781007)
way,212404513,POINT (30.461712 39.791262)
way,248522026,POINT (30.462198 39.787084)
way,212713778,POINT (30.490590 39.790131)
way,53024168,POINT (32.802875 39.803830)
way,67822495,POINT (32.801547 39.804157)
way,9631058,POINT (32.801552 39.804158)
way,351326395,POINT (32.703635 39.815641)
way,351326395,POINT (32.704095 39.814790)
way,351326395,POINT (32.704834 39.813981)
way,123107025,POINT (30.318802 39.829488)
way,208667473,POINT (32.663552 39.861094)
way,307586330,POINT (32.663552 39.861095)
way,225529182,POINT (32.759199 39.892270)
way,225529182,POINT (32.759198 39.892270)
way,334096527,POINT (37.750343 39.892793)
way,51761377,POINT (30.044425 39.896995)
way,176358512,POINT (30.044454 39.897187)
way,125017757,POINT (32.678845 39.895356)
way,13455588,POINT (32.710346 39.903879)
way,12349742,POINT (32.710133 39.903956)
way,224078200,POINT (32.859487 39.901350)
way,261224003,POINT (37.757572 39.899380)
way,326228898,POINT (32.711105 39.905749)
way,326228898,POINT (32.711108 39.905575)
way,337809922,POINT (32.825911 39.910933)
way,230184817,POINT (41.185995 39.912526)
way,316919998,POINT (33.227598 39.916866)
way,316919998,POINT (33.227757 39.916998)
way,202361368,POINT (116.430208 39.915834)
way,25761456,POINT (116.447386 39.915250)
way,239092018,POINT (116.452144 39.921948)
way,113778634,POINT (27.264650 39.932984)
way,161701317,POINT (116.444328 39.939941)
way,23892431,POINT (116.451377 39.937902)
way,215048476,POINT (32.735846 39.964964)
way,218030110,POINT (32.819064 39.955249)
way,218030110,POINT (32.820155 39.955441)
way,218030110,POINT (32.820055 39.955519)
way,213658568,POINT (32.663033 39.967021)
way,365665323,POINT (32.811762 39.982666)
way,136511990,POINT (116.305041 39.977589)
way,214711209,POINT (32.768553 39.988902)
way,332596267,POINT (32.768249 39.988962)
way,361661424,POINT (32.774426 39.990512)
way,361661424,POINT (32.774426 39.990507)
way,290283256,POINT (116.346585 39.994452)
way,225646868,POINT (32.767513 39.995002)
way,214711174,POINT (32.767513 39.995145)
way,51782250,POINT (32.772861 40.000480)
way,105431232,POINT (116.328138 40.003634)
way,346376545,POINT (32.775668 40.012486)
way,346376544,POINT (32.775460 40.012493)
way,313677701,POINT (32.892099 40.005316)
way,313677701,POINT (32.892339 40.005968)
way,345487378,POINT (32.901936 40.043183)
way,218437389,POINT (32.901822 40.043185)
way,191189583,POINT (28.370372 40.050450)
way,250566415,POINT (32.921600 40.067098)
way,250570961,POINT (32.923590 40.067700)
way,251210546,POINT (32.918815 40.070410)
way,251998107,POINT (32.924656 40.073136)
way,250475842,POINT (32.928482 40.068174)
way,250475842,POINT (32.928378 40.068338)
way,251991182,POINT (32.926044 40.071247)
way,251997845,POINT (32.925411 40.071632)
way,252552705,POINT (27.649519 40.096722)
way,328459076,POINT (33.407505 40.098015)
way,301025706,POINT (26.414652 40.109906)
way,336645632,POINT (29.072535 40.182862)
way,336645635,POINT (29.072659 40.182878)
way,23635109,POINT (44.518517 40.177696)
way,26434046,POINT (29.058398 40.188141)
way,246798351,POINT (29.070272 40.187295)
way,246798351,POINT (29.070317 40.187389)
way,23679232,POINT (29.077973 40.186954)
way,26425958,POINT (29.080525 40.190618)
way,334383572,POINT (29.080658 40.190627)
way,26425962,POINT (29.080566 40.190675)
way,291973263,POINT (44.515292 40.187043)
way,28496224,POINT (28.429524 40.203179)
way,51200869,POINT (28.429668 40.203031)
way,345710378,POINT (28.802154 40.202179)
way,337803250,POINT (29.012140 40.205601)
way,320568214,POINT (29.088229 40.209010)
way,320568213,POINT (29.088268 40.209177)
way,240464419,POINT (29.091173 40.215388)
way,240464419,POINT (29.091196 40.215464)
way,344359839,POINT (29.103437 40.217080)
way,331210736,POINT (29.014528 40.236353)
way,331210735,POINT (29.014577 40.236525)
way,305986296,POINT (29.007133 40.241111)
way,305986296,POINT (29.007269 40.241561)
way,278470012,POINT (33.026286 40.243706)
way,218838432,POINT (33.040446 40.242832)
way,4640734,POINT (29.064244 40.252386)
way,319790948,POINT (29.069626 40.248090)
way,305926468,POINT (28.953927 40.259905)
way,305926392,POINT (28.952646 40.260595)
way,305926418,POINT (28.955731 40.261687)
way,337646512,POINT (29.063118 40.256480)
way,110631749,POINT (140.564215 40.272991)
way,114113626,POINT (27.150659 40.277518)
way,252562040,POINT (29.063407 40.285316)
way,252562040,POINT (29.063471 40.285136)
way,110631021,POINT (140.563862 40.285596)
way,110633133,POINT (140.563647 40.291228)
way,169447861,POINT (35.893578 40.296745)
way,329835619,POINT (27.982415 40.343474)
way,329835619,POINT (27.982569 40.343563)
way,221357618,POINT (36.541314 40.341608)
way,221357633,POINT (36.542480 40.341548)
way,330010887,POINT (27.959462 40.347766)
way,280331187,POINT (27.978425 40.347776)
way,265319448,POINT (27.975875 40.349408)
way,271086602,POINT (30.018080 40.358638)
way,163962575,POINT (49.817994 40.364325)
way,168853327,POINT (49.826834 40.358578)
way,167173303,POINT (49.835244 40.362664)
way,25359269,POINT (49.835263 40.362377)
way,278666429,POINT (49.816965 40.365331)
way,352291536,POINT (28.874205 40.380647)
way,369956644,POINT (36.081842 40.381958)
way,165695115,POINT (49.823478 40.382748)
way,163864902,POINT (49.840074 40.378894)
way,342539339,POINT (28.795232 40.392397)
way,273115269,POINT (49.810103 40.389259)
way,129815148,POINT (49.862929 40.391824)
way,181072173,POINT (49.857751 40.401716)
way,304786097,POINT (49.857919 40.401753)
way,304786097,POINT (49.858098 40.401793)
way,132834856,POINT (49.869402 40.402278)
way,132834856,POINT (49.869446 40.402309)
way,135645858,POINT (49.867356 40.404880)
way,306677083,POINT (49.869451 40.402274)
way,303420559,POINT (49.824515 40.408288)
way,306586728,POINT (49.824723 40.408529)
way,362587838,POINT (49.824636 40.408443)
way,362587838,POINT (49.825814 40.408837)
way,362587838,POINT (49.824636 40.408443)
way,362587838,POINT (49.825814 40.408837)
way,306880750,POINT (49.856154 40.413930)
way,368661388,POINT (32.642254 40.469568)
way,338669512,POINT (32.660525 40.471574)
way,349698320,POINT (141.495660 40.489066)
way,349698326,POINT (141.495648 40.489129)
way,148004784,POINT (26.688235 40.507360)
way,314812554,POINT (30.227669 40.505527)
way,349945638,POINT (141.438481 40.508654)
way,245716543,POINT (141.453459 40.508451)
way,245716543,POINT (141.453357 40.508394)
way,242499873,POINT (141.519863 40.507504)
way,349957072,POINT (141.486248 40.528619)
way,349957072,POINT (141.486779 40.528564)
way,349937470,POINT (141.484813 40.540037)
way,349937473,POINT (141.483682 40.540534)
way,104492798,POINT (141.483813 40.540583)
way,233352824,POINT (29.281537 40.593521)
way,165768186,POINT (29.281630 40.593581)
way,165766459,POINT (29.270778 40.604985)
way,302646474,POINT (33.613471 40.599952)
way,302646474,POINT (33.613540 40.599860)
way,347945692,POINT (33.625400 40.599225)
way,107188952,POINT (141.424662 40.595588)
way,107188783,POINT (141.424168 40.596600)
way,111066682,POINT (141.211627 40.622422)
way,253638516,POINT (29.278222 40.659062)
way,253638516,POINT (29.278113 40.659148)
way,252772292,POINT (29.279458 40.660170)
way,233352851,POINT (29.306397 40.661870)
way,233352851,POINT (29.306386 40.661734)
way,233352853,POINT (29.306507 40.661895)
way,233352853,POINT (29.306494 40.661759)
way,169753771,POINT (29.360787 40.682076)
way,103963294,POINT (29.360795 40.681982)
way,230593474,POINT (29.398297 40.681406)
way,230593474,POINT (29.398320 40.681294)
way,245544314,POINT (36.572061 40.684876)
way,245388813,POINT (36.573552 40.682361)
way,245388813,POINT (36.573872 40.682626)
way,340581252,POINT (30.369697 40.694919)
way,340581252,POINT (30.369862 40.694970)
way,114345511,POINT (29.850190 40.705788)
way,140099660,POINT (30.376555 40.709119)
way,4614861,POINT (30.376664 40.709021)
way,144049488,POINT (29.796540 40.718376)
way,50456102,POINT (29.814839 40.717132)
way,50456102,POINT (29.819454 40.716890)
way,50456102,POINT (29.819577 40.716886)
way,230051519,POINT (30.052870 40.725457)
way,230676646,POINT (30.057097 40.725504)
way,301044415,POINT (31.609987 40.730662)
way,326369660,POINT (31.570286 40.743688)
way,306304231,POINT (31.598419 40.736088)
way,215346115,POINT (29.932061 40.758192)
way,140096749,POINT (30.403786 40.756129)
way,299280593,POINT (31.595632 40.760553)
way,299280593,POINT (31.595726 40.760735)
way,363113742,POINT (29.424618 40.770794)
way,140010749,POINT (30.397870 40.767089)
way,174631826,POINT (29.417470 40.779038)
way,165140240,POINT (29.418918 40.787121)
way,165140240,POINT (29.418691 40.787030)
way,165929355,POINT (29.416218 40.785675)
way,165929355,POINT (29.415868 40.785997)
way,165929378,POINT (29.416271 40.785735)
way,229348569,POINT (29.415912 40.786048)
way,164152542,POINT (29.432903 40.794701)
way,164152578,POINT (29.432999 40.794732)
way,48687807,POINT (29.432958 40.794582)
way,48687807,POINT (29.433057 40.794619)
way,225563333,POINT (29.433012 40.794467)
way,225563333,POINT (29.433116 40.794504)
way,165140230,POINT (29.433080 40.794322)
way,165140230,POINT (29.433189 40.794360)
way,165140305,POINT (29.443320 40.798173)
way,48687797,POINT (29.443523 40.798011)
way,102315536,POINT (29.443492 40.798095)
way,102315536,POINT (29.443571 40.797881)
way,165140247,POINT (29.443451 40.798209)
way,42556481,POINT (29.460313 40.800389)
way,42556481,POINT (29.460468 40.800408)
way,165140266,POINT (29.460498 40.800280)
way,165140278,POINT (29.460342 40.800260)
way,300742007,POINT (29.483962 40.804169)
way,300742007,POINT (29.483897 40.804371)
way,300742007,POINT (29.483946 40.804219)
way,241565241,POINT (30.745807 40.796685)
way,241565241,POINT (30.747030 40.797711)
way,225563334,POINT (29.365804 40.813740)
way,227705403,POINT (29.365734 40.813605)
way,199966037,POINT (29.272190 40.816796)
way,213316298,POINT (29.272049 40.816676)
way,213316342,POINT (29.273232 40.817180)
way,366269440,POINT (29.281971 40.817087)
way,366269729,POINT (29.280925 40.818097)
way,366269729,POINT (29.283109 40.817957)
way,366269729,POINT (29.286743 40.818788)
way,366269729,POINT (29.288760 40.821589)
way,366269729,POINT (29.288410 40.821036)
way,366269729,POINT (29.285730 40.818162)
way,366269729,POINT (29.278366 40.818292)
way,366269729,POINT (29.289147 40.822197)
way,206633178,POINT (29.286965 40.817114)
way,366269729,POINT (29.280925 40.818097)
way,366269729,POINT (29.283109 40.817957)
way,366269729,POINT (29.286743 40.818788)
way,366269729,POINT (29.288760 40.821589)
way,366269729,POINT (29.288410 40.821036)
way,366269729,POINT (29.285730 40.818162)
way,366275822,POINT (29.291879 40.816488)
way,227705403,POINT (29.356364 40.821073)
way,225563334,POINT (29.356459 40.821187)
way,181328177,POINT (29.365199 40.817665)
way,181328177,POINT (29.364983 40.817645)
way,181328185,POINT (29.365226 40.817533)
way,181328185,POINT (29.364988 40.817513)
way,181328177,POINT (29.365199 40.817665)
way,181328177,POINT (29.364983 40.817645)
way,181328185,POINT (29.365226 40.817533)
way,181328185,POINT (29.364988 40.817513)
way,109460190,POINT (29.444818 40.820514)
way,148323490,POINT (29.444975 40.820628)
way,48578103,POINT (29.934896 40.821852)
way,109721713,POINT (140.756413 40.822957)
way,366269729,POINT (29.296892 40.833990)
way,267221801,POINT (29.352522 40.825390)
way,157677944,POINT (29.428481 40.832367)
way,215300809,POINT (29.428472 40.832161)
way,289864741,POINT (140.696020 40.828727)
way,213258237,POINT (29.294808 40.842377)
way,351574532,POINT (31.181148 40.843656)
way,352856732,POINT (31.184856 40.835705)
way,350645641,POINT (31.141879 40.848220)
way,283068804,POINT (31.141879 40.848326)
way,283068804,POINT (31.142050 40.848326)
way,227463138,POINT (29.288955 40.857651)
way,227463139,POINT (29.289209 40.858281)
way,227463139,POINT (29.289792 40.857961)
way,180419715,POINT (29.274852 40.868627)
way,180419713,POINT (29.274944 40.868510)
way,138150551,POINT (29.243429 40.885002)
way,138150551,POINT (29.243589 40.884897)
way,138150551,POINT (29.248737 40.881774)
way,138150551,POINT (29.248828 40.881738)
way,23227031,POINT (29.248850 40.881905)
way,23227031,POINT (29.248938 40.881865)
way,23227031,POINT (29.243557 40.885114)
way,23227031,POINT (29.243726 40.885005)
way,138150551,POINT (29.243429 40.885002)
way,138150551,POINT (29.243589 40.884897)
way,180990668,POINT (29.258974 40.894196)
way,354256080,POINT (29.373683 40.889304)
way,274949908,POINT (31.048149 40.893101)
way,227458826,POINT (29.277654 40.904452)
way,182349257,POINT (29.277773 40.904378)
way,4610223,POINT (29.367010 40.900694)
way,187213425,POINT (29.367172 40.900756)
way,33131503,POINT (29.312600 40.914631)
way,23498540,POINT (29.324428 40.914715)
way,23498540,POINT (29.324530 40.914579)
way,180752322,POINT (29.324595 40.914748)
way,180752322,POINT (29.324687 40.914608)
way,157284841,POINT (38.358840 40.908261)
way,312190069,POINT (38.379607 40.915145)
way,140184423,POINT (29.129637 40.926805)
way,227074840,POINT (29.130204 40.925395)
way,227074842,POINT (29.130270 40.925318)
way,180410623,POINT (29.340781 40.931802)
way,179743733,POINT (29.340671 40.931917)
way,179743733,POINT (29.340785 40.931912)
way,179743716,POINT (29.340894 40.931797)
way,179742940,POINT (29.344464 40.928823)
way,179742940,POINT (29.344434 40.928755)
way,35828684,POINT (29.345812 40.927708)
way,297108846,POINT (29.345883 40.927747)
way,181332478,POINT (29.349396 40.933903)
way,181332479,POINT (29.349471 40.933990)
way,274687692,POINT (29.353067 40.932016)
way,227075309,POINT (29.134998 40.942539)
way,227746662,POINT (29.138546 40.943184)
way,139855268,POINT (29.139193 40.943247)
way,304892904,POINT (29.140334 40.943359)
way,304892904,POINT (29.141424 40.943409)
way,304892904,POINT (29.141472 40.943401)
way,182099134,POINT (29.145099 40.945088)
way,182099136,POINT (29.145209 40.945104)
way,197035603,POINT (30.500042 40.951065)
way,248475431,POINT (40.276031 40.952006)
way,248475431,POINT (40.276116 40.951873)
way,229988171,POINT (28.803780 40.964557)
way,94667441,POINT (28.731894 40.979908)
way,227914648,POINT (28.731999 40.979932)
way,227914653,POINT (28.732114 40.979959)
way,175109150,POINT (28.732214 40.979982)
way,175098131,POINT (28.731725 40.979870)
way,236167003,POINT (29.026201 40.983519)
way,236495375,POINT (29.026999 40.984348)
way,139879927,POINT (29.039511 40.984155)
way,139423277,POINT (29.058539 40.984220)
way,154406402,POINT (29.058545 40.984155)
way,228493392,POINT (29.061300 40.983612)
way,154195419,POINT (29.075656 40.980198)
way,154406403,POINT (29.075693 40.980299)
way,140237380,POINT (29.089756 40.984926)
way,143653612,POINT (29.114939 40.981822)
way,353002664,POINT (29.106617 40.984867)
way,143653660,POINT (29.115128 40.981457)
way,229371025,POINT (29.115352 40.981881)
way,229364458,POINT (29.115956 40.983023)
way,143653642,POINT (29.115829 40.982782)
way,143653642,POINT (29.116150 40.983390)
way,139713963,POINT (29.226189 40.977045)
way,227233189,POINT (29.226278 40.977238)
way,342535714,POINT (28.769192 40.993079)
way,228233821,POINT (28.769360 40.993780)
way,331482122,POINT (28.769367 40.993813)
way,88306599,POINT (28.772436 40.986306)
way,88306589,POINT (28.773329 40.986298)
way,370168950,POINT (28.773269 40.986298)
way,229985108,POINT (28.831975 40.986332)
way,228036794,POINT (28.838042 40.992200)
way,310933794,POINT (29.021292 40.989596)
way,35024596,POINT (29.073772 40.994980)
way,35024596,POINT (29.073770 40.994880)
way,44173968,POINT (29.073944 40.994966)
way,44173968,POINT (29.073933 40.994868)
way,140237366,POINT (29.092207 40.988450)
way,140237385,POINT (29.092403 40.988272)
way,215208282,POINT (29.092994 40.987739)
way,229364437,POINT (29.093073 40.987778)
way,229364449,POINT (29.093966 40.986864)
way,229364449,POINT (29.093316 40.987450)
way,229364453,POINT (29.092698 40.988005)
way,154418286,POINT (29.102491 40.988393)
way,154145712,POINT (29.105145 40.986020)
way,353002668,POINT (29.105238 40.986218)
way,361533823,POINT (29.110896 40.993714)
way,361533823,POINT (29.110883 40.993718)
way,138143264,POINT (29.126117 40.989772)
way,229359186,POINT (29.126196 40.989758)
way,32925685,POINT (29.134876 40.994158)
way,229655529,POINT (28.534268 40.997530)
way,233948240,POINT (28.534896 41.004124)
way,77514849,POINT (28.857502 41.003339)
way,88191984,POINT (28.866186 41.001734)
way,88193160,POINT (28.866241 41.001752)
way,77223736,POINT (28.869855 40.997376)
way,89223830,POINT (28.927989 40.996321)
way,89223741,POINT (28.932421 41.000027)
way,228397541,POINT (28.932431 41.000032)
way,228243945,POINT (28.934636 41.001994)
way,89292592,POINT (28.934639 41.001995)
way,228490318,POINT (28.947741 41.003022)
way,310544022,POINT (29.029386 41.001041)
way,140467147,POINT (29.029460 41.000941)
way,264043064,POINT (29.030723 40.997922)
way,263293533,POINT (29.042278 41.002430)
way,263293533,POINT (29.042474 41.002549)
way,143656522,POINT (29.051447 40.996230)
way,164050027,POINT (29.051906 40.996146)
way,180803653,POINT (29.052124 40.995936)
way,32485823,POINT (29.052194 40.995869)
way,143656544,POINT (29.052251 40.995814)
way,139368963,POINT (29.049689 40.998285)
way,143656522,POINT (29.051280 40.997157)
way,153450598,POINT (29.049352 40.998610)
way,164050027,POINT (29.050788 40.997225)
way,215235196,POINT (29.051298 40.996734)
way,228487630,POINT (29.049782 40.998195)
way,172859889,POINT (29.108812 40.997372)
way,215247431,POINT (29.255168 41.003460)
way,173669615,POINT (27.981667 41.011963)
way,332268788,POINT (28.536515 41.005786)
way,234171149,POINT (28.542625 41.010050)
way,228192659,POINT (28.840316 41.014748)
way,228192659,POINT (28.840268 41.014683)
way,329469669,POINT (28.934815 41.005533)
way,90847851,POINT (28.950460 41.009587)
way,228506952,POINT (28.953335 41.008975)
way,228506952,POINT (28.953431 41.008976)
way,330026533,POINT (28.951727 41.010809)
way,227743387,POINT (29.010190 41.005400)
way,215235159,POINT (29.043810 41.006944)
way,215235175,POINT (29.043159 41.007823)
way,260148035,POINT (29.044185 41.005306)
way,144276704,POINT (29.080759 41.007969)
way,354265739,POINT (29.080818 41.007832)
way,228376377,POINT (29.083832 41.009311)
way,317854721,POINT (29.084146 41.009382)
way,317854721,POINT (29.084186 41.009161)
way,317854721,POINT (29.084213 41.009013)
way,140194517,POINT (29.107062 41.006693)
way,4614702,POINT (29.121697 41.010280)
way,4614702,POINT (29.121701 41.010134)
way,23235524,POINT (29.121929 41.010185)
way,23235524,POINT (29.121929 41.010043)
way,230319960,POINT (29.245407 41.007329)
way,215247431,POINT (29.246389 41.007146)
way,215247431,POINT (29.247515 41.006939)
way,215247431,POINT (29.250976 41.006298)
way,215247431,POINT (29.248620 41.006736)
way,215247431,POINT (29.251917 41.006122)
way,215247431,POINT (29.252024 41.006102)
way,215247431,POINT (29.254324 41.005672)
way,78431860,POINT (28.880866 41.016503)
way,254047281,POINT (28.900511 41.020744)
way,91243221,POINT (28.927956 41.018098)
way,91243223,POINT (28.927956 41.018098)
way,229247098,POINT (28.928397 41.017772)
way,332684437,POINT (28.936804 41.021926)
way,332684437,POINT (28.936804 41.021926)
way,91310474,POINT (28.938161 41.021399)
way,185143971,POINT (28.938278 41.018479)
way,91310587,POINT (28.938520 41.018599)
way,91387210,POINT (28.951845 41.020325)
way,331405919,POINT (28.953959 41.023720)
way,91397206,POINT (28.958550 41.024423)
way,329581025,POINT (28.958550 41.024423)
way,5170335,POINT (28.972903 41.022803)
way,229363527,POINT (28.967199 41.018530)
way,303877426,POINT (28.978177 41.016042)
way,53157415,POINT (29.010054 41.018382)
way,25519425,POINT (29.011608 41.018645)
way,25519425,POINT (29.011077 41.018482)
way,25549871,POINT (29.016165 41.015591)
way,228665940,POINT (29.057777 41.016270)
way,228665940,POINT (29.057843 41.016217)
way,163393215,POINT (29.073787 41.022634)
way,163393215,POINT (29.073910 41.022569)
way,286984185,POINT (29.077552 41.022797)
way,144240898,POINT (29.108618 41.022175)
way,333233101,POINT (29.109605 41.021970)
way,333233101,POINT (29.111010 41.021679)
way,333233101,POINT (29.111787 41.021518)
way,333233101,POINT (29.112438 41.021383)
way,4614702,POINT (29.121221 41.015469)
way,23235524,POINT (29.121445 41.015518)
way,247165556,POINT (29.128253 41.024942)
way,230191203,POINT (29.241538 41.017009)
way,236635850,POINT (28.685607 41.034119)
way,215254861,POINT (28.790174 41.029191)
way,215254861,POINT (28.790341 41.029245)
way,217753204,POINT (28.787046 41.027211)
way,230936450,POINT (28.790170 41.029278)
way,230936450,POINT (28.790334 41.029319)
way,315618230,POINT (28.790185 41.028978)
way,315618230,POINT (28.790181 41.029062)
way,315618232,POINT (28.790361 41.029033)
way,315618232,POINT (28.790354 41.029115)
way,75779642,POINT (28.828594 41.033142)
way,356306533,POINT (28.828981 41.033298)
way,91790741,POINT (28.941183 41.034172)
way,332619252,POINT (28.941183 41.034172)
way,329823919,POINT (28.943299 41.031978)
way,234411971,POINT (28.940264 41.026143)
way,361636818,POINT (28.970755 41.031377)
way,361636818,POINT (28.970969 41.031654)
way,229258926,POINT (28.992506 41.034040)
way,229128841,POINT (29.034976 41.028356)
way,286516283,POINT (29.085790 41.028391)
way,286516284,POINT (29.085870 41.028250)
way,33728395,POINT (29.096512 41.030850)
way,286516278,POINT (29.096546 41.030733)
way,233212947,POINT (28.805403 41.044145)
way,231067631,POINT (28.805412 41.044358)
way,77410662,POINT (28.892291 41.036311)
way,168757196,POINT (28.892324 41.036442)
way,22793515,POINT (28.892433 41.036539)
way,315881058,POINT (28.892479 41.036575)
way,230093062,POINT (28.892945 41.036663)
way,228117290,POINT (28.893965 41.038090)
way,227460892,POINT (28.894335 41.038079)
way,315881065,POINT (28.894322 41.035778)
way,315881065,POINT (28.894592 41.035834)
way,315881065,POINT (28.894706 41.035931)
way,227461478,POINT (28.894932 41.038195)
way,23227607,POINT (28.897375 41.042880)
way,23227607,POINT (28.897398 41.042871)
way,23227624,POINT (28.897453 41.043025)
way,23227624,POINT (28.897502 41.043007)
way,23227630,POINT (28.906111 41.040608)
way,97785164,POINT (28.906176 41.040748)
way,228938458,POINT (28.967470 41.042899)
way,317593438,POINT (28.984017 41.037625)
way,317593438,POINT (28.984091 41.037539)
way,317593439,POINT (28.984108 41.037546)
way,317593442,POINT (28.986065 41.039536)
way,317593442,POINT (28.985957 41.039556)
way,202499532,POINT (28.986410 41.040781)
way,317593443,POINT (28.986532 41.040718)
way,317593444,POINT (28.986543 41.040746)
way,153522000,POINT (29.045127 41.044133)
way,330913930,POINT (29.265584 41.042383)
way,234800531,POINT (28.418701 41.050945)
way,369863121,POINT (28.829204 41.048274)
way,230100041,POINT (28.899499 41.046125)
way,188388867,POINT (28.899624 41.046160)
way,230213784,POINT (28.910475 41.053726)
way,321216596,POINT (28.080056 41.059389)
way,174190701,POINT (28.661300 41.056614)
way,333776642,POINT (28.661209 41.056504)
way,290452075,POINT (28.684540 41.061905)
way,315709774,POINT (28.809722 41.060189)
way,315709774,POINT (28.809790 41.060083)
way,315709786,POINT (28.814054 41.060541)
way,315709786,POINT (28.814350 41.060694)
way,315709786,POINT (28.811069 41.059556)
way,315709786,POINT (28.811217 41.059538)
way,315709784,POINT (28.814049 41.060630)
way,315709784,POINT (28.814388 41.060787)
way,315709784,POINT (28.811096 41.059630)
way,315709784,POINT (28.811241 41.059604)
way,315709785,POINT (28.820903 41.062520)
way,231172476,POINT (28.821079 41.062584)
way,43791427,POINT (28.841315 41.061850)
way,175309490,POINT (28.841664 41.061555)
way,95223110,POINT (28.851432 41.062774)
way,95223109,POINT (28.851501 41.062784)
way,95223109,POINT (28.851682 41.063128)
way,95223110,POINT (28.851684 41.062808)
way,217523443,POINT (28.891465 41.056546)
way,95258705,POINT (28.899449 41.059570)
way,230213784,POINT (28.906144 41.057880)
way,224920539,POINT (28.910684 41.058578)
way,240597091,POINT (28.912226 41.057733)
way,230223351,POINT (28.912449 41.057514)
way,61879695,POINT (28.923584 41.058549)
way,229628491,POINT (28.992821 41.064467)
way,321097894,POINT (28.254353 41.072422)
way,315755315,POINT (28.833748 41.068935)
way,315755315,POINT (28.833639 41.068838)
way,315755312,POINT (28.833899 41.068885)
way,315755312,POINT (28.833782 41.068784)
way,315755310,POINT (28.853425 41.072081)
way,315755310,POINT (28.853342 41.072035)
way,315755311,POINT (28.853487 41.071953)
way,315755311,POINT (28.853420 41.071915)
way,229253606,POINT (28.972773 41.066750)
way,229253606,POINT (28.972810 41.066710)
way,229253606,POINT (28.972733 41.066793)
way,229253606,POINT (28.972864 41.066650)
way,23291897,POINT (28.978351 41.067461)
way,23291897,POINT (28.978347 41.067376)
way,23291893,POINT (28.978571 41.067459)
way,23291893,POINT (28.978563 41.067364)
way,323771385,POINT (28.980886 41.070474)
way,323771385,POINT (28.980951 41.070420)
way,166725114,POINT (28.986175 41.066705)
way,35116198,POINT (28.994974 41.066084)
way,229253603,POINT (29.000362 41.066447)
way,229253603,POINT (29.001441 41.066475)
way,24828964,POINT (29.040998 41.065229)
way,217095294,POINT (29.041257 41.065754)
way,98843614,POINT (28.168746 41.075720)
way,347563344,POINT (28.683054 41.079522)
way,347563347,POINT (28.683193 41.079434)
way,314698747,POINT (28.767141 41.079054)
way,242803584,POINT (29.008762 41.080066)
way,227612569,POINT (29.011290 41.080314)
way,227612569,POINT (29.011331 41.080259)
way,21129589,POINT (29.011447 41.080315)
way,21129589,POINT (29.011489 41.080260)
way,242803582,POINT (29.012059 41.080317)
way,242803582,POINT (29.011767 41.080316)
way,242803580,POINT (29.012127 41.080263)
way,242803580,POINT (29.011800 41.080261)
way,364531129,POINT (28.512308 41.094424)
way,364531129,POINT (28.512357 41.094295)
way,98143632,POINT (28.886419 41.094097)
way,31758482,POINT (29.032933 41.091690)
way,230916932,POINT (29.056408 41.090908)
way,230916919,POINT (29.056408 41.091203)
way,220069827,POINT (40.721090 41.087752)
way,220888318,POINT (40.720987 41.087865)
way,229126764,POINT (28.803697 41.103544)
way,229126764,POINT (28.803685 41.103463)
way,229126726,POINT (28.803803 41.103507)
way,229126726,POINT (28.803790 41.103423)
way,229128099,POINT (28.806025 41.103217)
way,229128099,POINT (28.805988 41.103091)
way,48083555,POINT (28.892912 41.101133)
way,225618379,POINT (28.907100 41.100315)
way,216913905,POINT (28.908583 41.099529)
way,214782109,POINT (30.701861 41.100826)
way,233149230,POINT (28.767794 41.106134)
way,233149239,POINT (28.767814 41.106132)
way,315849142,POINT (28.847951 41.111244)
way,315849137,POINT (28.850213 41.107370)
way,230936783,POINT (29.032763 41.112824)
way,230788327,POINT (29.107580 41.113192)
way,230788327,POINT (29.107445 41.113237)
way,230788324,POINT (29.107744 41.113269)
way,230788324,POINT (29.107602 41.113315)
way,320114426,POINT (28.199196 41.118029)
way,320114426,POINT (28.199187 41.118138)
way,308448265,POINT (29.062610 41.123086)
way,31357853,POINT (29.066754 41.124242)
way,186337726,POINT (37.288986 41.127318)
way,48987039,POINT (28.618546 41.147738)
way,272893855,POINT (29.030702 41.151885)
way,206595642,POINT (28.623723 41.164517)
way,272893861,POINT (29.026092 41.156949)
way,52663614,POINT (29.026429 41.156817)
way,328691458,POINT (27.767120 41.188240)
way,228779201,POINT (28.760757 41.192392)
way,361191266,POINT (36.455528 41.220474)
way,279235870,POINT (29.020130 41.241458)
way,279235870,POINT (29.020211 41.241466)
way,279235907,POINT (29.021402 41.242912)
way,279235907,POINT (29.021466 41.242861)
way,66042768,POINT (32.693561 41.244926)
way,224708195,POINT (32.693863 41.244654)
