way_id,geom
197893284,"POINT (100.926312 13.113670)"
197885709,"MULTIPOINT ((100.916664 13.115700), (100.916794 13.115647))"
153740956,"MULTIPOINT ((100.990325 13.119040), (100.990325 13.118923))"
92512289,"POINT (123.734548 13.143600)"
92512289,"MULTIPOINT ((123.734501 13.148717), (123.734510 13.147648))"
238852140,"MULTIPOINT ((100.944061 13.293794), (100.944114 13.293877))"
116560143,"MULTIPOINT ((100.943904 13.293887), (100.943958 13.293971))"
154285101,"POINT (100.948532 13.293191)"
154285106,"POINT (100.947312 13.293512)"
154285101,"MULTIPOINT ((100.947695 13.294080), (100.948107 13.293641))"
148473818,"POINT (101.122549 13.303739)"
116556644,"POINT (101.122544 13.303884)"
154833060,"POINT (100.928213 13.332420)"
276514199,"POINT (100.940090 13.332426)"
276514208,"POINT (100.939998 13.331993)"
276514209,"POINT (100.938941 13.332648)"
276457046,"POINT (100.947211 13.334203)"
276958009,"POINT (100.947875 13.337380)"
276958013,"POINT (100.948863 13.337635)"
171870090,"POINT (74.783484 13.346152)"
171870081,"POINT (74.782898 13.346593)"
186995888,"POINT (74.784140 13.347435)"
186250795,"POINT (74.775321 13.347759)"
186250792,"POINT (74.775959 13.347927)"
186250797,"POINT (74.776396 13.348034)"
133054602,"POINT (74.785596 13.349177)"
171867130,"POINT (74.787313 13.351897)"
330890712,"POINT (103.864898 13.355228)"
362713227,"POINT (100.985395 13.378025)"
93891193,"POINT (99.951100 13.415030)"
93891906,"POINT (99.955134 13.420378)"
32227391,"POINT (144.777462 13.479739)"
24198695,"POINT (144.806773 13.515353)"
34937204,"POINT (144.807276 13.516204)"
137845453,"MULTIPOINT ((99.791940 13.525739), (99.791940 13.525739))"
100154456,"POINT (99.819763 13.539768)"
95173352,"POINT (100.254509 13.539800)"
95171265,"POINT (100.264419 13.548009)"
95048465,"POINT (100.276464 13.550245)"
95049683,"POINT (100.276494 13.552837)"
95049685,"POINT (100.277771 13.551846)"
94953587,"MULTIPOINT ((100.274770 13.561142), (100.274800 13.561036), (100.274781 13.560706))"
94938274,"MULTIPOINT ((100.270339 13.556906), (100.270266 13.556539), (100.270295 13.556372))"
94511050,"POINT (100.370296 13.576114)"
94058492,"POINT (100.368987 13.596779)"
169357648,"POINT (100.785705 13.601584)"
169357601,"POINT (100.785830 13.601854)"
181126526,"POINT (100.837241 13.599661)"
156683827,"POINT (100.598065 13.610238)"
180992373,"POINT (100.847601 13.613283)"
180992373,"POINT (100.847934 13.614789)"
95640775,"POINT (100.393952 13.620488)"
156683757,"POINT (100.608686 13.616550)"
156683716,"POINT (100.608875 13.616888)"
94716508,"POINT (100.415002 13.634983)"
153751407,"MULTIPOINT ((100.627075 13.627721), (100.626935 13.627456))"
153751404,"MULTIPOINT ((100.626831 13.627851), (100.626689 13.627593))"
101913282,"POINT (100.413209 13.644868)"
154579610,"POINT (100.444791 13.640402)"
136390842,"POINT (100.439940 13.642943)"
156576270,"POINT (100.596844 13.635503)"
156521245,"POINT (100.617834 13.636759)"
156521321,"POINT (100.621988 13.640689)"
156521012,"POINT (100.623682 13.641736)"
156521012,"POINT (100.623804 13.642071)"
156416116,"POINT (100.634344 13.635341)"
156521081,"POINT (100.627042 13.635695)"
102959013,"POINT (100.418118 13.650864)"
117824328,"POINT (100.436260 13.654842)"
356814124,"POINT (100.522687 13.649631)"
154368547,"MULTIPOINT ((100.592809 13.656299), (100.593263 13.651663))"
156505550,"POINT (100.610138 13.647572)"
156416136,"POINT (100.644268 13.649985)"
137934515,"POINT (100.436992 13.655345)"
137934515,"POINT (100.437723 13.655829)"
103931340,"POINT (100.531766 13.659182)"
30047069,"POINT (100.533364 13.662582)"
103927832,"POINT (100.541030 13.655294)"
154368547,"MULTIPOINT ((100.592809 13.656299), (100.593263 13.651663))"
156646150,"POINT (100.599466 13.663356)"
170295670,"POINT (100.642253 13.656185)"
153146081,"MULTIPOINT ((101.048585 13.659400), (101.048551 13.659225))"
83904161,"POINT (100.526445 13.666134)"
103928659,"POINT (100.529101 13.668013)"
156510310,"POINT (100.621343 13.674555)"
156510295,"MULTIPOINT ((100.621313 13.676219), (100.621501 13.675513), (100.622031 13.673523), (100.621633 13.675017), (100.621723 13.674678), (100.621819 13.674320), (100.622114 13.673211))"
156573942,"POINT (100.661670 13.666542)"
156572538,"POINT (100.658418 13.672566)"
156645221,"POINT (100.588530 13.676700)"
156645247,"POINT (100.591395 13.681724)"
156510295,"MULTIPOINT ((100.621313 13.676219), (100.621501 13.675513), (100.622031 13.673523), (100.621633 13.675017), (100.621723 13.674678), (100.621819 13.674320), (100.622114 13.673211))"
156510305,"POINT (100.621225 13.676242)"
156510275,"POINT (100.621200 13.676644)"
156510336,"POINT (100.621197 13.676655)"
156510331,"POINT (100.621077 13.677108)"
156510295,"POINT (100.620707 13.678500)"
240037488,"POINT (100.641332 13.682245)"
121039479,"POINT (100.646160 13.677760)"
185073882,"POINT (100.645995 13.677762)"
156572264,"POINT (100.663364 13.675606)"
334736748,"POINT (101.071820 13.675149)"
157374981,"MULTIPOINT ((100.520648 13.685798), (100.520218 13.686085))"
19832792,"MULTIPOINT ((100.533101 13.694762), (100.533152 13.694620))"
40268124,"POINT (100.547718 13.685682)"
153714073,"POINT (100.547705 13.685796)"
156501019,"POINT (100.637973 13.687876)"
121039490,"POINT (100.650116 13.691823)"
108601998,"POINT (100.272967 13.697568)"
108601995,"POINT (100.273118 13.697255)"
108601996,"POINT (100.273278 13.696921)"
198802002,"POINT (100.532807 13.695278)"
310348927,"POINT (100.541551 13.700938)"
198975491,"POINT (100.546677 13.695561)"
198975492,"POINT (100.546676 13.695562)"
156501001,"POINT (100.607138 13.699301)"
156643031,"POINT (100.680899 13.701200)"
156300966,"POINT (101.084544 13.697128)"
98608304,"MULTIPOINT ((100.298885 13.706366), (100.299013 13.706353))"
106030302,"POINT (100.336396 13.713837)"
98282896,"POINT (100.364106 13.707270)"
357294894,"POINT (100.382407 13.708445)"
98262519,"MULTIPOINT ((100.386329 13.708904), (100.384864 13.708781), (100.385336 13.708821), (100.385728 13.708853))"
342235880,"POINT (100.391897 13.707690)"
98262519,"MULTIPOINT ((100.386329 13.708904), (100.384864 13.708781), (100.385336 13.708821), (100.385728 13.708853))"
340393950,"POINT (100.398345 13.707426)"
352102210,"POINT (100.484197 13.707151)"
337821761,"MULTIPOINT ((100.489591 13.711770), (100.489668 13.711565))"
337821771,"POINT (100.489961 13.712157)"
337821764,"POINT (100.490855 13.712212)"
337821765,"POINT (100.490355 13.712300)"
337821767,"MULTIPOINT ((100.489718 13.712696), (100.490161 13.712873))"
113514038,"POINT (100.609663 13.713058)"
90990294,"POINT (100.761743 13.708376)"
347311332,"POINT (100.268302 13.721074)"
140488122,"POINT (100.483343 13.722255)"
39727775,"POINT (100.521559 13.716088)"
39727791,"POINT (100.523062 13.717493)"
59384951,"POINT (100.766889 13.721659)"
321532234,"MULTIPOINT ((100.766540 13.721762), (100.766538 13.721654))"
59384950,"POINT (100.766891 13.721772)"
59384970,"POINT (100.789630 13.721903)"
59384969,"POINT (100.789657 13.722006)"
25746057,"POINT (100.523895 13.728749)"
156357483,"POINT (100.576507 13.726320)"
156640221,"POINT (100.656279 13.725380)"
237444927,"POINT (100.746437 13.730750)"
193837342,"POINT (100.220363 13.735303)"
106052465,"POINT (100.256966 13.741239)"
106052470,"POINT (100.257481 13.739812)"
106052469,"POINT (100.257727 13.740496)"
25707785,"POINT (100.511472 13.743254)"
25707778,"POINT (100.514039 13.744290)"
33058578,"POINT (100.529574 13.738697)"
183837426,"POINT (100.641072 13.735493)"
185073893,"POINT (100.640937 13.735524)"
183837423,"MULTIPOINT ((100.640959 13.735660), (100.641069 13.735630))"
25579448,"POINT (100.515787 13.748576)"
157801902,"POINT (100.531688 13.753203)"
159378394,"POINT (100.531735 13.753326)"
210643797,"POINT (100.564329 13.752863)"
156815130,"POINT (100.595363 13.750710)"
156810596,"POINT (100.595238 13.750980)"
156815147,"POINT (100.631421 13.746467)"
156677767,"POINT (100.654500 13.748164)"
233928315,"POINT (100.484490 13.758324)"
23609973,"MULTIPOINT ((100.492527 13.759445), (100.492881 13.759073))"
152825549,"POINT (100.505992 13.756360)"
151075152,"POINT (100.525677 13.761887)"
182136495,"POINT (100.567001 13.759399)"
235484063,"MULTIPOINT ((100.603998 13.764224), (100.604204 13.764465), (100.604401 13.764696), (100.603813 13.764007))"
235484061,"POINT (100.605366 13.763090)"
235484062,"POINT (100.605760 13.763564)"
226850731,"MULTIPOINT ((100.645633 13.762665), (100.645526 13.762653))"
45424342,"POINT (100.680574 13.761034)"
345180508,"POINT (121.056930 13.763097)"
352468549,"POINT (121.060230 13.764852)"
106358395,"MULTIPOINT ((100.183446 13.769973), (100.183441 13.769537))"
98444718,"POINT (100.325033 13.772377)"
348357845,"POINT (100.509600 13.765066)"
156251517,"POINT (100.537925 13.770150)"
157043923,"POINT (100.623812 13.768003)"
316167244,"POINT (100.640001 13.767192)"
316167245,"POINT (100.640210 13.767213)"
185108521,"MULTIPOINT ((100.657634 13.767574), (100.657547 13.767519))"
316413477,"POINT (100.658931 13.769201)"
316413481,"MULTIPOINT ((100.658431 13.769619), (100.658281 13.769558), (100.658722 13.769738))"
157427799,"POINT (100.684703 13.771870)"
157427810,"POINT (100.685066 13.770897)"
157458833,"POINT (100.727879 13.770090)"
79943822,"POINT (121.050792 13.771224)"
98289806,"POINT (100.324708 13.781600)"
146578703,"POINT (100.324787 13.783166)"
297242181,"MULTIPOINT ((100.416508 13.782130), (100.416444 13.782364), (100.416539 13.782016), (100.416423 13.782442))"
328821997,"POINT (100.503766 13.777919)"
156763635,"POINT (100.573739 13.778462)"
156972826,"POINT (100.643791 13.782794)"
157427793,"POINT (100.684739 13.776454)"
157453865,"POINT (100.696406 13.775100)"
157458664,"POINT (100.721360 13.782809)"
96772208,"MULTIPOINT ((100.169065 13.794484), (100.169151 13.794315))"
174413774,"POINT (100.314378 13.791642)"
103108145,"POINT (100.322541 13.791864)"
156972913,"POINT (100.643485 13.791717)"
106350450,"POINT (100.176428 13.795943)"
32005957,"POINT (100.539422 13.795147)"
156530500,"POINT (100.587383 13.798315)"
156965256,"POINT (100.622119 13.797078)"
156973005,"POINT (100.644322 13.795240)"
157422929,"POINT (100.674427 13.796334)"
157411218,"POINT (100.669419 13.796852)"
157422765,"POINT (100.685536 13.801466)"
221177355,"POINT (100.715455 13.799658)"
318472156,"POINT (100.715516 13.799687)"
157452969,"POINT (100.716585 13.800220)"
284617987,"POINT (99.873024 13.812841)"
96824601,"POINT (100.061315 13.812202)"
105580450,"POINT (100.066630 13.810482)"
32068844,"POINT (100.066665 13.810270)"
97182885,"MULTIPOINT ((100.067755 13.811870), (100.068307 13.811986))"
97182877,"POINT (100.068452 13.811354)"
157042360,"POINT (100.656696 13.812716)"
98807215,"POINT (100.798130 13.810674)"
97196965,"POINT (100.037916 13.819504)"
97197315,"POINT (100.045305 13.815140)"
104949174,"POINT (100.045922 13.824204)"
96816665,"POINT (100.050936 13.816196)"
104234058,"POINT (100.053113 13.820048)"
104234060,"POINT (100.053444 13.820050)"
106472783,"POINT (100.064356 13.824813)"
96779588,"MULTIPOINT ((100.060416 13.817830), (100.061829 13.819888))"
96780149,"POINT (100.058056 13.819652)"
96780151,"POINT (100.059093 13.818324)"
96780404,"POINT (100.059835 13.821573)"
96780416,"MULTIPOINT ((100.059887 13.821177), (100.061122 13.821321))"
104236395,"POINT (100.057648 13.823684)"
164945870,"POINT (100.075502 13.820403)"
143516274,"POINT (100.076864 13.822264)"
96782265,"POINT (100.080534 13.819008)"
104131575,"POINT (100.097699 13.819214)"
104131581,"POINT (100.098146 13.819908)"
320139877,"POINT (100.399227 13.815628)"
367039898,"MULTIPOINT ((100.496818 13.823511), (100.496841 13.823136), (100.496863 13.822794))"
367039890,"MULTIPOINT ((100.495711 13.823666), (100.495672 13.823068), (100.495691 13.823365), (100.495652 13.822775))"
367039900,"POINT (100.496794 13.823882)"
367039899,"POINT (100.496771 13.824245)"
367039892,"POINT (100.495750 13.824258)"
367039891,"POINT (100.495770 13.824565)"
157932392,"POINT (100.521373 13.818279)"
31423273,"POINT (100.677942 13.823799)"
191526623,"POINT (100.846392 13.820665)"
191527014,"POINT (100.845930 13.822301)"
106734376,"POINT (100.035829 13.832506)"
106734378,"POINT (100.036365 13.832643)"
106734354,"MULTIPOINT ((100.036776 13.832652), (100.037206 13.832660))"
169519823,"POINT (100.038709 13.831378)"
143010687,"POINT (100.064151 13.827521)"
159138257,"MULTIPOINT ((100.059523 13.825415), (100.059865 13.825421))"
231663778,"POINT (100.549377 13.830239)"
200719904,"POINT (100.566577 13.828243)"
200719894,"MULTIPOINT ((100.568026 13.828524), (100.568052 13.828264))"
193091459,"POINT (100.847877 13.828889)"
224485810,"MULTIPOINT ((100.371465 13.836713), (100.371522 13.836319), (100.371578 13.835929))"
224485816,"POINT (100.371408 13.837105)"
157210718,"MULTIPOINT ((100.558452 13.836254), (100.558672 13.836314))"
157210745,"POINT (100.559432 13.837442)"
157210728,"POINT (100.560314 13.837605)"
157210714,"POINT (100.560673 13.837888)"
157210778,"POINT (100.561504 13.838544)"
157210714,"POINT (100.560450 13.838677)"
66556729,"POINT (100.651026 13.844679)"
140637682,"POINT (100.412945 13.845279)"
157679432,"POINT (100.529778 13.851179)"
146579828,"POINT (100.544615 13.852395)"
337458161,"POINT (100.636094 13.851373)"
193425889,"POINT (100.650219 13.845112)"
156659576,"POINT (100.544967 13.856116)"
75722558,"POINT (100.550585 13.860153)"
321540122,"POINT (100.861101 13.861052)"
321540136,"POINT (100.861048 13.861105)"
284603302,"POINT (99.820971 13.873368)"
284603305,"POINT (99.821109 13.873695)"
230335373,"MULTIPOINT ((100.518910 13.867022), (100.518946 13.866929))"
186803729,"POINT (100.666604 13.872587)"
153731572,"POINT (100.493806 13.882721)"
152929409,"POINT (100.523885 13.875903)"
301233049,"POINT (100.731737 13.879819)"
301233061,"POINT (100.731865 13.879838)"
151750312,"POINT (100.502979 13.894192)"
156820925,"POINT (100.514932 13.886917)"
151983317,"POINT (100.550110 13.890915)"
151750342,"POINT (100.499206 13.895542)"
151750304,"POINT (100.504162 13.895889)"
152839600,"POINT (100.549901 13.904143)"
32071954,"POINT (100.536323 13.924205)"
86198967,"POINT (122.104401 13.921320)"
86198970,"POINT (122.104588 13.921447)"
146587629,"POINT (100.642357 13.926539)"
332263725,"POINT (100.690914 13.925924)"
332263729,"POINT (100.690901 13.926270)"
332262386,"POINT (100.690888 13.926611)"
332262249,"POINT (100.690876 13.926955)"
332261817,"POINT (100.690863 13.927298)"
333432151,"MULTIPOINT ((100.712815 13.934504), (100.712823 13.934324))"
333432092,"POINT (100.712808 13.934653)"
333432110,"POINT (100.712802 13.934801)"
371541219,"POINT (100.644253 13.943842)"
43171197,"POINT (100.659814 13.952696)"
44104301,"POINT (100.585638 13.958830)"
369204021,"MULTIPOINT ((100.652811 13.958871), (100.652799 13.958574), (100.652788 13.958299))"
369204024,"MULTIPOINT ((100.654908 13.959097), (100.654896 13.958797), (100.654884 13.958498), (100.654873 13.958220))"
367078564,"MULTIPOINT ((100.653165 13.965407), (100.653176 13.965731), (100.653143 13.964693), (100.653155 13.965080))"
369204023,"POINT (100.657772 13.957843)"
372502060,"POINT (100.662046 13.957958)"
369204022,"POINT (100.657781 13.958110)"
369604201,"POINT (100.662054 13.958235)"
372502061,"MULTIPOINT ((100.661236 13.958264), (100.661227 13.957985))"
369204025,"POINT (100.657790 13.958391)"
369604200,"MULTIPOINT ((100.661246 13.958567), (100.662063 13.958533))"
369204026,"POINT (100.657801 13.958694)"
369204027,"POINT (100.657810 13.958986)"
361379609,"MULTIPOINT ((100.602037 13.975705), (100.602088 13.975382), (100.602146 13.975044), (100.602202 13.974713))"
367078564,"MULTIPOINT ((100.653165 13.965407), (100.653176 13.965731), (100.653143 13.964693), (100.653155 13.965080))"
367078570,"POINT (100.653185 13.966040)"
42862663,"POINT (100.653182 13.968612)"
152597540,"POINT (101.761902 13.983982)"
45491610,"POINT (100.524456 14.007948)"
225695600,"POINT (100.532004 14.044294)"
353273285,"POINT (120.940850 14.100220)"
353273286,"POINT (120.940859 14.100329)"
35036681,"POINT (121.064873 14.249150)"
325383533,"POINT (121.063877 14.249958)"
325383580,"MULTIPOINT ((121.065913 14.247812), (121.065217 14.248819))"
93717969,"POINT (121.103239 14.275124)"
317350731,"MULTIPOINT ((121.108369 14.277301), (121.108607 14.277351), (121.108152 14.277255), (121.108820 14.277396))"
185930139,"POINT (121.111431 14.281864)"
325376147,"POINT (121.117758 14.283469)"
90562223,"POINT (121.117762 14.283755)"
309746119,"POINT (121.081781 14.297352)"
79146356,"MULTIPOINT ((121.013045 14.306205), (121.013124 14.306500), (121.012963 14.305896), (121.013202 14.306794))"
79146350,"POINT (121.013284 14.307108)"
354105124,"POINT (121.013368 14.307423)"
354105122,"POINT (121.013505 14.307939)"
79146352,"POINT (121.013875 14.309330)"
92705593,"POINT (121.014169 14.310436)"
79146356,"MULTIPOINT ((121.014337 14.311067), (121.013312 14.307212))"
91998143,"POINT (121.014371 14.311193)"
91998128,"POINT (121.014521 14.311759)"
186159888,"POINT (121.098197 14.311216)"
317622293,"POINT (121.099218 14.314368)"
55887725,"POINT (121.099221 14.314426)"
299359406,"POINT (100.408475 14.317012)"
23435154,"POINT (121.018294 14.325998)"
93419407,"POINT (121.019411 14.330209)"
93419400,"POINT (121.019664 14.331166)"
93419420,"POINT (121.019859 14.331903)"
217276996,"POINT (121.064435 14.336331)"
46319878,"POINT (100.600064 14.353444)"
140629482,"POINT (100.605250 14.351231)"
93555211,"POINT (120.940860 14.373600)"
80234578,"POINT (120.942929 14.384180)"
80234574,"POINT (120.942166 14.385599)"
82890607,"POINT (121.044065 14.421431)"
306853842,"POINT (120.891994 14.428938)"
339649291,"POINT (120.960520 14.427625)"
339648257,"POINT (120.959905 14.430596)"
107668594,"POINT (120.994189 14.435807)"
107668597,"POINT (120.994007 14.436197)"
107668600,"POINT (120.993346 14.436444)"
369471414,"MULTIPOINT ((120.993955 14.436885), (120.994013 14.436855), (120.994313 14.436709))"
156276121,"POINT (121.043543 14.462997)"
200091046,"POINT (100.113669 14.467083)"
200091049,"POINT (100.115230 14.470507)"
55801108,"POINT (121.193237 14.465750)"
320807615,"POINT (121.193173 14.465772)"
320807615,"MULTIPOINT ((121.192993 14.467057), (121.193001 14.467000))"
55801104,"POINT (121.193028 14.467080)"
24240099,"POINT (120.896692 14.479757)"
24243029,"POINT (120.896586 14.480146)"
24243034,"POINT (120.896268 14.481139)"
24243035,"POINT (120.896099 14.481782)"
322738880,"POINT (120.998506 14.500890)"
307852413,"POINT (121.002444 14.507959)"
307852412,"POINT (121.002290 14.508014)"
4915005,"POINT (121.016609 14.528593)"
369155328,"POINT (121.048756 14.534156)"
267027309,"POINT (121.151892 14.529187)"
28394283,"POINT (120.997180 14.573112)"
362685164,"MULTIPOINT ((121.115986 14.575940), (121.118993 14.574199))"
369795455,"POINT (121.115347 14.566188)"
369445615,"POINT (121.181463 14.567727)"
47414613,"POINT (121.188287 14.565589)"
313940242,"POINT (120.974666 14.579475)"
28595960,"MULTIPOINT ((121.012267 14.577585), (121.012212 14.577114), (121.011954 14.576807))"
303140678,"POINT (121.012039 14.576901)"
114658758,"POINT (121.112773 14.577813)"
31537757,"POINT (121.112468 14.577992)"
31537754,"POINT (121.111808 14.578378)"
362685164,"MULTIPOINT ((121.115986 14.575940), (121.118993 14.574199))"
122353773,"POINT (100.452616 14.591984)"
23296585,"MULTIPOINT ((121.003010 14.589610), (121.003010 14.589610))"
29312406,"POINT (121.003554 14.610925)"
16281849,"POINT (120.978468 14.644552)"
339366849,"MULTIPOINT ((120.979192 14.644527), (120.979917 14.644502))"
8580876,"POINT (120.994882 14.635384)"
369687025,"POINT (120.993798 14.643782)"
120412710,"POINT (120.993869 14.643954)"
315177780,"POINT (120.993870 14.643954)"
339366848,"POINT (120.985440 14.644322)"
21015421,"POINT (120.988273 14.655309)"
249732532,"POINT (121.027734 14.690431)"
343111368,"POINT (121.067576 14.693663)"
23212157,"POINT (121.093631 14.706994)"
9472799,"POINT (121.054888 14.719960)"
9472743,"POINT (121.055426 14.720167)"
24505951,"POINT (121.649985 14.739577)"
28341303,"POINT (121.026678 14.763166)"
354435174,"POINT (120.996726 14.768033)"
27421977,"MULTIPOINT ((121.043853 14.767512), (121.043850 14.767513))"
371445605,"POINT (121.029457 14.786017)"
28933052,"POINT (121.028852 14.787101)"
371447424,"POINT (121.028852 14.787101)"
371445609,"POINT (121.027741 14.788084)"
371446501,"POINT (121.027936 14.788186)"
371445607,"POINT (121.027936 14.788186)"
28933059,"MULTIPOINT ((121.028399 14.788423), (121.028582 14.788517), (121.028778 14.788617), (121.028175 14.788312))"
301495347,"POINT (120.285571 14.842997)"
350483349,"POINT (120.968245 14.847937)"
350479654,"POINT (120.976247 14.845102)"
350479617,"POINT (120.977012 14.847066)"
350479666,"MULTIPOINT ((120.976502 14.845757), (120.976612 14.846039), (120.976401 14.845498), (120.977153 14.847428))"
187396850,"POINT (102.119864 14.956911)"
311734918,"POINT (102.070098 14.989691)"
209715262,"POINT (104.143783 15.109673)"
323262183,"POINT (120.588255 15.116459)"
80456173,"POINT (98.450977 15.154167)"
331804415,"POINT (120.619084 15.147507)"
331802659,"MULTIPOINT ((120.617556 15.148906), (120.617296 15.148013))"
331802663,"POINT (120.618142 15.150411)"
331804415,"POINT (120.618827 15.147575)"
331804420,"POINT (120.615807 15.147362)"
327363514,"POINT (120.571822 15.166573)"
111507337,"POINT (120.581995 15.169309)"
327519440,"POINT (120.581036 15.170078)"
327519444,"MULTIPOINT ((120.581442 15.169975), (120.581442 15.169387))"
327519536,"POINT (120.581035 15.170223)"
327519717,"POINT (120.579335 15.170223)"
312897871,"MULTIPOINT ((120.543997 15.179371), (120.544768 15.181310))"
322155410,"POINT (120.611094 15.216862)"
160072385,"POINT (100.025102 15.384929)"
357210594,"POINT (120.915459 15.579762)"
123064107,"POINT (100.111541 15.706321)"
80642523,"POINT (100.111522 15.706329)"
321394850,"POINT (120.929157 15.736945)"
344506126,"POINT (102.031111 15.801882)"
301082045,"POINT (108.338114 15.878408)"
207205651,"POINT (108.339361 15.878509)"
207335584,"POINT (108.339663 15.878541)"
307669364,"POINT (108.344191 15.879883)"
103267918,"POINT (120.345578 15.934362)"
368719331,"POINT (120.327762 16.043795)"
94330992,"MULTIPOINT ((103.294039 16.191838), (103.294058 16.191824))"
252966041,"POINT (103.294058 16.191846)"
367701805,"POINT (120.596153 16.416865)"
42408745,"POINT (120.596251 16.417177)"
242719660,"POINT (103.515013 16.433477)"
63060469,"POINT (102.796021 16.441656)"
63060477,"POINT (102.797231 16.441361)"
63060478,"MULTIPOINT ((102.798639 16.441246), (102.796028 16.441682), (102.797261 16.441476))"
63060472,"POINT (102.798687 16.441006)"
63060484,"POINT (102.799132 16.440901)"
63060478,"POINT (102.799170 16.441157)"
39420620,"POINT (107.600082 16.471951)"
145123507,"POINT (99.528832 16.476806)"
91998000,"POINT (104.045346 16.536435)"
274128834,"POINT (42.990421 16.641851)"
326328867,"POINT (103.079570 16.702106)"
131380551,"POINT (100.197039 16.751588)"
182827446,"POINT (96.158920 16.779351)"
91849012,"POINT (100.260007 16.794233)"
27673257,"POINT (100.273354 16.814347)"
180440448,"MULTIPOINT ((96.156260 16.822931), (96.156225 16.822848))"
255507659,"POINT (100.277608 16.817424)"
92660315,"POINT (100.252894 16.831706)"
320464818,"POINT (96.160887 16.853107)"
255505685,"POINT (100.255754 16.847900)"
275262691,"POINT (54.062025 17.012101)"
275262685,"POINT (54.060389 17.013224)"
253284315,"POINT (99.804701 17.009377)"
257089972,"POINT (54.065216 17.019715)"
338924808,"POINT (54.081742 17.020802)"
372526851,"POINT (54.100820 17.018416)"
372526785,"POINT (54.100916 17.018443)"
255610387,"MULTIPOINT ((54.110708 17.019439), (54.110860 17.019456), (54.114069 17.020041))"
249611370,"POINT (104.102188 17.179467)"
249503203,"POINT (104.095267 17.191725)"
205462482,"POINT (104.095416 17.192049)"
203063308,"POINT (104.095495 17.192008)"
109985513,"POINT (99.830849 17.302457)"
109986312,"POINT (99.829635 17.302504)"
272771222,"POINT (102.813081 17.366550)"
269171684,"POINT (102.815552 17.370455)"
269171673,"POINT (102.817319 17.367800)"
294698885,"MULTIPOINT ((102.765552 17.388376), (102.765571 17.388402))"
116528957,"POINT (102.765587 17.388378)"
124968840,"POINT (102.787954 17.391419)"
273638965,"POINT (102.828237 17.387215)"
270272655,"POINT (102.779602 17.396173)"
315573930,"POINT (102.779608 17.405245)"
115559030,"POINT (103.243989 17.407630)"
232875394,"POINT (102.776917 17.423502)"
232875392,"POINT (102.776931 17.423769)"
354041171,"POINT (78.459876 17.443340)"
362634403,"POINT (78.475295 17.444040)"
354041276,"POINT (78.488340 17.437835)"
213522383,"POINT (78.510775 17.447778)"
132382125,"POINT (44.321084 17.566228)"
239283736,"POINT (44.324547 17.567376)"
366750095,"POINT (44.239679 17.583339)"
372669217,"POINT (83.310164 17.724239)"
98086008,"POINT (83.312562 17.731995)"
25875120,"POINT (102.619951 17.966020)"
201621515,"MULTIPOINT ((42.520304 18.200112), (42.520403 18.200036))"
289717330,"MULTIPOINT ((42.520638 18.200135), (42.520476 18.200067))"
289717329,"MULTIPOINT ((42.520620 18.200246), (42.520394 18.200150))"
338482198,"POINT (120.598756 18.203822)"
339703116,"POINT (42.491033 18.207204)"
201621500,"POINT (42.518263 18.205927)"
339702086,"POINT (42.518189 18.205960)"
290350837,"POINT (42.557419 18.225154)"
273905003,"POINT (99.489708 18.293981)"
137616263,"POINT (42.707139 18.297519)"
327728988,"POINT (42.723190 18.300190)"
327732767,"POINT (42.721439 18.300966)"
327732766,"POINT (42.719696 18.301321)"
327732763,"POINT (42.721411 18.301422)"
243361608,"POINT (99.491044 18.295261)"
244114879,"POINT (99.512799 18.303250)"
238319962,"MULTIPOINT ((99.457249 18.310992), (99.457230 18.310884))"
247000935,"POINT (73.824017 18.583059)"
144389011,"POINT (98.915653 18.702810)"
201403766,"POINT (98.915955 18.702425)"
201403980,"POINT (98.919193 18.702377)"
55685755,"POINT (98.984402 18.745842)"
55685754,"POINT (98.984449 18.745971)"
87895330,"MULTIPOINT ((99.026736 18.783301), (99.026712 18.783501))"
87895325,"MULTIPOINT ((99.026848 18.783677), (99.026692 18.783666))"
87895320,"MULTIPOINT ((99.026894 18.783315), (99.026874 18.783473))"
315325499,"POINT (100.784269 18.783180)"
367916162,"POINT (99.010859 18.809598)"
97369365,"POINT (72.825885 18.944168)"
288438586,"MULTIPOINT ((72.820796 18.953515), (72.821325 18.953108))"
215057747,"POINT (72.820483 18.953796)"
22850983,"POINT (72.835246 18.953251)"
22851056,"POINT (72.836892 18.953333)"
72237722,"POINT (72.836458 18.953343)"
72259092,"POINT (72.835781 18.953401)"
22852249,"POINT (72.809791 18.974185)"
22852267,"MULTIPOINT ((72.809841 18.974509), (72.809820 18.974205))"
22852338,"POINT (72.810486 18.974645)"
22852314,"MULTIPOINT ((72.810394 18.974811), (72.810455 18.974625))"
22852263,"POINT (72.810944 18.974948)"
22852347,"MULTIPOINT ((72.809855 18.974730), (72.810365 18.974963), (72.810876 18.975197), (72.809165 18.974414))"
48743804,"POINT (72.810905 18.975089)"
22852347,"MULTIPOINT ((72.809855 18.974730), (72.810365 18.974963), (72.810876 18.975197), (72.809165 18.974414))"
123299184,"POINT (72.833811 18.978260)"
216492408,"MULTIPOINT ((72.833881 18.978607), (72.833886 18.978558), (72.833880 18.978624))"
53369533,"POINT (72.833888 18.978558)"
216492409,"POINT (72.833885 18.978615)"
216492406,"POINT (72.833884 18.978648)"
